Transaction_ID,Customer_ID,Account_Number,Transaction_Date,Transaction_Type,Transaction_Amount,Currency,Balance_After_Transaction,Branch_ID,Branch_Location,Merchant_ID,Merchant_Name,POS_Terminal_ID,Card_Type,Card_Number,Customer_Age,Customer_Income,Customer_Credit_Score,Loan_Status,Fraud_Flag,Transaction_Mode,Country,Regulatory_Compliance
T10000273,C19307,A3636467652,20210901  ,Deposit,4948.06,INR,,B513,Mumbai,M7677,Merchant_49,POS8772,Credit,6518157191857846,45,,566,Closed,Yes,,,Compliant  
T10000274,C79352,A1054024164,1987/04/09  ,,870.24,GBP,7559.71,B258,Mumbai,M8220,Merchant_91,POS3908,Prepaid,,20,51531,619,Defaulted,Yes,POS,UK,Non-Compliant
T10000275,C97648,A3381395514,1972/11/25  ,Deposit  ,4583.89,,10877.03,B428,Mumbai,M9547,Merchant_51,POS9951,Prepaid,3571092495770323,78,125968,384,Not Applicable,No,Offline,USA,Compliant
T10000276,C84878,A3331252563,10082004  ,Withdrawal,1765.31,GBP,4387.51,B815,London  ,M4630,Merchant_92,POS6247,Credit,6011743078268843,20,74009,419,Defaulted,No,POS,India,Non-Compliant
T10000277,C84781,A2330319954,02012002,,4119.54,USD,12402.46,B504,London,M4653,Merchant_10,POS2874,Credit,,52,87239,707,Active,Yes,POS,UK,Compliant
T10000278,C39968,A2666721542,1989-09-24,Deposit,3694.35,INR,19515.64,B842,,M1232,Merchant_20,POS6592,Debit,3534668300877092,43,96495,530,Closed,Yes  ,Offline,,Compliant
T10000279,C91079,A4094448609,22061979,Deposit,,INR,3273.2,B743,London  ,M7325,Merchant_37,POS7336,Debit,3555208572792457,80,139271,456,Active,Yes,Offline,India,Compliant
T10000280,C80975,A4657953422,,ATM Withdrawal,2111.49,GBP,7907.64,B508,Berlin,M4554,Merchant_92,POS4128,Prepaid,30422365679539,75,127009,614,Closed,No,,Germany,Non-Compliant
T10000281,C68062,A9692306838,07-02-1992,Transfer,3848.51,JPY,8814.5,B988,Berlin,M9693,Merchant_95,POS1578,,,,33828,392,Active,Yes  ,ATM,Japan,Compliant
T10000282,C64419,A2759561728,20070506,Transfer,4880.86,USD  ,3576.38,B488,New York  ,M8224,Merchant_75,POS3979,Debit,4705683572376039,74,42284,370,Active,Yes,POS,India,
T10000283,C87374,A6021075141,,Transfer,126.99,,5537.27,B559,New York,M8505,Merchant_85,POS2314,Debit,2268398808256607,65,99353,781,Defaulted,No,ATM,Japan,Non-Compliant  
T10000284,C98055,A1487587350,15-11-2008  ,Deposit,4009.27,,1255.5,B991,,M8549,Merchant_81,POS6421,Prepaid,345850980795779,65,,,Closed,No,ATM,UK,Non-Compliant
T10000285,C18030,A2900593159,,Deposit,4392.1,USD,2439.82,B429,Berlin,M5861,Merchant_77,POS7754,Prepaid,6557973099058895,33,191662,557,,Yes,Online,India,
T10000286,C98408,A5673919509,19900616,ATM Withdrawal,338.74,EUR,10128.53,B881,New York,M4117,Merchant_30,POS3794,Credit,6011202106466440,68,125707,775,Closed,Yes,ATM,UK,Compliant
T10000287,C38441,A1407361360,24/09/1983,,1967.24,JPY,12529.67,B545,Berlin,M6789,Merchant_14,POS2096,Debit,30113813643611,49,129142,615,Active,No,Offline,Germany,
T10000288,C58497,A2791003851,29-12-1974,Online Purchase,4510.18,EUR,7290.15,B230,Tokyo,M4750,Merchant_91,POS4883,Credit,,50,120700,,Not Applicable,,ATM,Japan,Compliant
T10000289,C10400,A6700342356,20200504  ,Transfer,4417.24,USD,3286.89,B853,Berlin,M5066,Merchant_49,POS7930,Prepaid  ,676190591070,19,,776,Closed,Yes,Online,Germany,Compliant
T10000290,C12222,A1532210626,1994/04/07,Transfer,137.07,EUR,,B389,Tokyo,M9383,Merchant_8,POS3160,,,27,62829,,Active,No  ,Online,UK,Compliant
T10000291,C25105,A9025855300,11-06-2024,,3218.08,,5161.02,B256,Berlin,M7484,Merchant_3,POS9359,Debit,4921188632339891274,20,29438,,Defaulted,Yes,Online,Japan,Non-Compliant
T10000292,C89641,A6395673907,06-11-2012,Withdrawal,2233.26,JPY,3141.18,B209,Berlin,M5892,Merchant_89,POS4511,Prepaid,,58,86147,324,Closed,Yes,Offline,Germany,Non-Compliant
T10000293,C42573,A9923542410,1996-12-09,,65.95,INR,11794.11,B154,Tokyo,M7933,Merchant_95,POS7108,Credit,213196707675111  ,37,139780,509,Defaulted,,Online,USA,Compliant
T10000294,C30092,A1925460564,27/06/2001  ,Bill Payment,4864.81,INR,17651.14,B836,New York,M5455,Merchant_25,POS4847,Prepaid  ,2250903137457766,45,148064,348,Defaulted,No,Offline,Japan,Compliant
T10000295,C55539,A8590552781,24-06-1986,Bill Payment,,EUR,7814.71,B871,Mumbai,M1700,Merchant_44,POS9296,Prepaid,6011659497024478,72,56574,510,,No,Online,Japan,Compliant
T10000296,C53895,A3101012094,1997/12/18,Loan Repayment,4098.61,EUR,19771.06,B759,New York,M4085,Merchant_92,POS1009,Prepaid,501870559231,37,126461,514,Defaulted,,Online,,Non-Compliant
T10000297,C56860,A8136453451,1981-12-10,Bill Payment,3100.1,JPY,19563.26,B459,London,M7287,Merchant_97,POS9831,Credit,30480400042659,61,27163,799,Defaulted,Yes,Online,Germany,Non-Compliant
T10000298,C69139,A2763544042,1993-04-22,ATM Withdrawal,2227.71,GBP,16224.85,B841,London,M9466,Merchant_63,POS3849,Debit,213191184947992,25,40138,797,Not Applicable,Yes  ,POS,UK,Compliant
T10000299,C89325,A3417082009,05/11/1986,,2630.62,JPY,6299.14,B532,,M5305,Merchant_86,POS6859,Debit,213143792293038,,42643,501,Active,Yes,Online,Germany,
T10000300,C11594,A8155034104,19811005,Online Purchase,4304.32,USD,5068.33,B666,Mumbai  ,M9353,Merchant_19,POS2114,Debit,5386034839888205,66,184003,530,,,Offline  ,UK,Compliant
T10000301,C90595,A3728783673,23-06-1981,,3003.11,,17941.36,B756,London,M8610,Merchant_84,POS6594,Debit,375704509819664,48,121212,440,Defaulted,Yes,Offline,Germany,Compliant
T10000302,C50153,A8198795199,1970/01/06,ATM Withdrawal,3936.6,EUR,14539.8,B309,New York,M5775,Merchant_82,POS5047,Credit,180089723373846,69,84391,577,Not Applicable,Yes,,Germany,Non-Compliant
T10000303,C86491,A8821815074,20130611  ,Bill Payment,549.32,EUR,7865.36,B155,London,M9986,Merchant_69,POS5397,Credit,3545557389148334,75,,645,Active,Yes,Offline,Germany,Non-Compliant
T10000304,C60236,A3646973915,,ATM Withdrawal,4049.66,USD,9730.63,B277,Berlin  ,M8130,Merchant_75,POS7335,Debit,,63,59422,693,,No,ATM,,Non-Compliant
T10000305,C58884,A9922180172,01091994  ,Deposit,1377.97,USD,19252.45,B676,Berlin  ,M7371,Merchant_74,POS6655,Debit,30389425571537,23,111286,675,Active,Yes,,,
T10000306,C82459,A5509995137,1972-05-27,Deposit,1399.78,USD,2268.8,B735,London,M3882,Merchant_37,POS9977,Debit,6527870338336669,30,,403,Closed,No,POS  ,Japan  ,Non-Compliant  
T10000307,C27339,A8658602946,06/01/2015  ,ATM Withdrawal,,GBP,11048.97,B872,New York,M9602,Merchant_60,POS9514,Debit,340557590203459,34,126870,811,Defaulted,No,ATM,India,Compliant
T10000308,C29289,A8704142790,08/07/1972  ,Bill Payment,3567.32,USD,1975.58,B755,London  ,M7333,Merchant_84,POS8100,Credit,2228325784176805,77,,639,,Yes,,USA,Compliant
T10000309,C90337,A7271901973,19810806,Online Purchase,2197.61,,15806.85,B679,,M3512,Merchant_49,POS6409,Prepaid,6531343468802227,66,44429,582,,Yes,POS,Germany,
T10000310,C18680,A5455861031,20051997  ,Deposit,409.05,EUR,17161.28,B364,Mumbai,M6416,Merchant_81,POS6349,Prepaid,4731576498938429,35,84303,322,Active,No,Online,Japan,Compliant
T10000311,C42602,A6854009954,05042003,,820.6,INR,2081.16,B542,Berlin,M6468,Merchant_48,POS2937,Debit,6579599163485302,55,132749,593,Closed,No,Online  ,UK,Compliant  
T10000312,C14284,A5868273706,1970/03/30,ATM Withdrawal,211.74,,,B140,,M4149,Merchant_22,POS7403,Debit,30393552966296,71,,566,Defaulted,,Offline,UK,Non-Compliant
T10000313,C64784,A2402777787,18-12-1970,,2942.54,INR,14732.62,B440,Tokyo,M8132,Merchant_53,POS3008,Prepaid,4750444870794504,63,144053,672,Closed  ,No,ATM,UK,Non-Compliant
T10000314,C84261,A1790110281,12-02-2025,Bill Payment,219.71,JPY,18238.83,B527,London,M6619,Merchant_79,POS7111,,6548237694690615,50,58746,817,Not Applicable,Yes,Online,USA,
T10000315,C53595,A5371911215,20210726,Bill Payment,2323.08,JPY,12226.98,B407,London,M5163,Merchant_51,POS5347,Credit  ,3579162395686820  ,,91731,,Active,No,Offline,UK,
T10000316,C66295,A5637176934,30121982,Withdrawal,1298.38,EUR,4877.77,B199,Tokyo,M9989,Merchant_82,POS2123,Credit,4537519303398567  ,22,90792,416,Active,No,Offline,India,Compliant
T10000317,C12389,A4292023422,,Transfer,2678.7,,17216.62,B542,London,M7593,Merchant_28,POS3744,Credit,3597119834541816,80,79441,806,Not Applicable,Yes  ,Online  ,Japan,Non-Compliant  
T10000318,C87941,A4290482477,,Bill Payment,3810.3,INR,5674.71,B535,,M2746,Merchant_8,POS5918,Prepaid,213125219032529,27,128011,843,Not Applicable,,Offline,Germany,Compliant  
T10000319,C53749,A1531403287,20210507,,1564.33,JPY  ,18220.07,B202,New York  ,M2523,Merchant_85,POS6460,Debit,,78,48004,343,Active,Yes,,Germany,Compliant  
T10000320,C26601,A3189078060,,Loan Repayment,3651.96,GBP  ,12651.9,B944,Mumbai,M7742,Merchant_75,POS5713,Debit,3558869581912969,59,20380,715,Active,Yes,Online,India,Compliant
T10000321,C24760,A3467779677,05111979  ,Bill Payment,730.47,INR,8811.41,B796,Tokyo,M3390,Merchant_27,POS7376,Debit,639027635502,49,,303,,Yes,POS,Germany,Compliant
T10000322,C18558,A7813898824,2004/07/20,Deposit,2389.41,USD,3536.25,B760,New York,M9350,Merchant_83,POS3370,Credit,3502735778157055  ,65,36506,409,Active,Yes,Online  ,USA,Compliant
T10000323,C65685,A8750668758,,Bill Payment,2830.43,GBP,,B444,Tokyo,M6462,Merchant_64,POS4728,Debit  ,213113822020990,32,31502,722,Defaulted,No,POS  ,India,Non-Compliant
T10000324,C37405,A5696473543,22-08-1970  ,Online Purchase,4691.98,GBP,13488.64,B106,New York,M7747,Merchant_43,POS2639,Credit,502052983744  ,77,138582,,Defaulted,No,POS,Germany,Non-Compliant
T10000325,C39573,A3657065261,,ATM Withdrawal,4402.03,GBP  ,,B483,London,M7887,Merchant_14,POS2389,Credit,4636110115733280,70,156383,843,Active,Yes,ATM,Germany,Compliant
T10000326,C80182,A3497104816,,Withdrawal,4748.32,GBP,14536.53,B154,Mumbai,M3071,Merchant_31,POS1831,Prepaid,,52,108896,395,Active,Yes,POS,India,Compliant
T10000327,C20506,A6677269946,17-10-2006,,3829.74,INR,2589.04,B860,,M4119,Merchant_62,POS2609,Debit,5515563560901401,65,26774,661,Defaulted,No,Online,USA,Compliant
T10000328,C47876,A4385765083,2020/04/21  ,,,EUR,,B841,Mumbai,M7188,Merchant_73,POS3014,Credit,36682618035839,41,115999,474,Not Applicable,Yes  ,POS,USA,Compliant
T10000329,C78920,A1793565790,,,620.83,JPY,,B740,Tokyo,M9969,Merchant_61,POS9166,Credit,36522890936538,22,83498,367,Not Applicable,Yes,Offline,Germany,Compliant
T10000330,C79248,A2850654361,1996-05-24,Withdrawal  ,1465.21,GBP,8099.63,B994,London,M7046,Merchant_44,POS9904,Prepaid,377843042904803,,118899,586,Defaulted,No,POS,Germany,Compliant
T10000331,C47971,A8958425729,18-04-1991,Online Purchase,2635.8,INR,3686.91,B196,Mumbai,M3027,Merchant_70,POS1791,Prepaid,,61,76828,630,Defaulted,Yes,ATM,,Non-Compliant
T10000332,C78743,A4830354490,1970-06-13,Withdrawal  ,1679.6,JPY,18562.2,B486,Tokyo,M5323,Merchant_94,POS5647,Prepaid,4287711337557993  ,43,110647,,Defaulted,No,POS,India,Non-Compliant
T10000333,C30667,A5044141808,20150512  ,Bill Payment,392.96,INR,6585.02,B517,London,M6529,Merchant_31,POS9067,Debit,3555364648574971,24,53760,318,Closed  ,No,Online,UK,Non-Compliant
T10000334,C33004,A4296793876,2010/03/05,Online Purchase,2186.84,GBP,18145.94,B637,Tokyo,M2897,Merchant_31,POS5980,,4733278467834,30,82239,841,Defaulted,,Offline,USA,Compliant
T10000335,C33826,A5015629493,03061975,Loan Repayment,2993.27,GBP,8141.49,B403,Mumbai,M8474,Merchant_12,POS9555,Debit,6011613645081138,54,106600,,Active,Yes,Online,Germany,Non-Compliant
T10000336,C17179,A4005092365,20130119,Withdrawal,4459.12,USD,18917.6,B632,Mumbai,M6927,Merchant_84,POS4997,Prepaid,675985113462,80,20805,717,Defaulted,No,POS,USA,
T10000337,C82170,A6919736734,03/10/1992,,2414.83,USD,6960.2,B868,London,M5375,Merchant_52,POS9871,Credit,2256868670533428,58,27721,468,,No,,India,Non-Compliant  
T10000338,C90201,A4669833820,1981-07-11,Withdrawal,1472.24,,8748.03,B744,Mumbai,M8263,Merchant_83,POS7736,Prepaid,346684048570786,19,135513,588,Defaulted,Yes,ATM,,Compliant
T10000339,C91971,A8842636165,12/02/2015,Loan Repayment,3847.87,GBP,5993.18,B303,Berlin  ,M6147,Merchant_46,POS3805,Credit,4572691065645130940,23,73717,468,Defaulted  ,Yes,Offline,USA,Compliant  
T10000340,C50251,A9801179137,22-02-2005,Deposit,224.58,GBP,5493.64,B356,London,M3322,Merchant_60,POS9186,Prepaid,,71,44187,849,Defaulted,No,ATM,UK,Compliant
T10000341,C25071,A6662663704,2013-05-05,Bill Payment  ,2019.88,INR,8650.53,B341,New York,M1253,Merchant_47,POS1036,Debit  ,4165292127484505,38,42593,,Active,Yes,POS,,Compliant
T10000342,C69863,A5101226530,19820904,Transfer,2713.87,INR,18453.13,B917,London,M4765,Merchant_85,POS9884,Debit,4003401909049,36,98154,645,Defaulted,No,Online,Japan,Non-Compliant
T10000343,C80683,A3820619867,2006-04-01,Bill Payment,326.77,GBP,8305.01,B738,Mumbai,M3521,Merchant_17,POS6244,Prepaid,6513319497826850,52,,490,Closed,Yes,ATM,UK  ,Compliant
T10000344,C54909,A8956347883,2021/08/22,Bill Payment,710.37,JPY,13045.03,B645,Mumbai,M4640,Merchant_25,POS9948,Prepaid,4291596564592  ,29,108575,794,Active,Yes,POS,Japan,Compliant
T10000345,C57946,A8068746644,20200205,Online Purchase  ,3782.38,EUR,4689.03,B222,Mumbai  ,M8884,Merchant_77,POS8933,,30147123685425,55,,672,,No,Offline,Germany,Non-Compliant
T10000346,C78750,A1418234854,30/04/2004,Withdrawal,4234.56,INR,2655.6,B281,New York,M2999,Merchant_90,POS9580,Debit,4068779269151,18,54019,826,Active,No,ATM,USA,Non-Compliant
T10000347,C31966,A5888613635,17051985,ATM Withdrawal,3164.54,GBP,7029.22,B728,Tokyo,M2944,Merchant_11,POS8014,,30451394601974  ,20,100436,535,,Yes,Online,India,
T10000348,C36750,A4170352066,,Transfer,3088.37,JPY,10492.1,B327,New York,M8226,Merchant_93,POS5795,Prepaid,3546633319041698,65,116687,371,Closed,Yes,Online,India,Compliant  
T10000349,C78103,A6346154041,2012/06/18,Loan Repayment  ,3837.01,INR,4432.64,B575,Tokyo,M5352,Merchant_62,POS3222,Debit,,27,153936,764,Closed,Yes,ATM,Germany,Compliant
T10000350,C34398,A4977513978,,Deposit,3077.9,USD,16188.66,B699,London,M3357,Merchant_31,POS3728,Debit,676356239415,75,103939,615,Defaulted,No,Offline  ,Japan,Non-Compliant
T10000351,C33653,A9131540912,19710223,,2859.51,,5683.3,B579,Mumbai,M4510,Merchant_63,POS6355,Credit,4210246943600,,197005,400,Active,Yes,Online,USA,Non-Compliant
T10000352,C84569,A7177751894,05112003,ATM Withdrawal,1793.25,JPY  ,4837.91,B409,Berlin,M6254,Merchant_15,POS8540,Credit,4684344633182818,54,,452,Closed,No  ,ATM,USA,Compliant
T10000353,C71616,A1354969685,05121979  ,Deposit,3661.46,USD,14307.64,B577,,M2462,Merchant_15,POS2846,Debit,3535803075524145,,55648,841,Closed,,POS,,Compliant
T10000354,C49513,A1445085616,,Withdrawal,3418.38,USD,11952.16,B237,Berlin,M1280,Merchant_76,POS4172,Prepaid,4487439273034631126,,,519,Active,No,POS,Japan,Non-Compliant
T10000355,C27083,A5411112448,2004-01-03,Withdrawal,278.54,JPY,,B713,,M2398,Merchant_56,POS7982,,4479721674770,36,48059,567,Closed,Yes,,India,Non-Compliant
T10000356,C93864,A7234031733,05/07/1998,Withdrawal,3894.12,EUR,5675.85,B208,Berlin,M8113,Merchant_1,POS2811,Credit,676121553330,20,128153,402,Active  ,No,Online,UK,Compliant
T10000357,C70746,A1362645516,,Bill Payment  ,1667.38,EUR,6235.41,B920,New York,M1406,Merchant_3,POS8128,Credit,3547153167659219,63,86521,509,Defaulted,Yes,ATM,UK,Non-Compliant
T10000358,C28117,A3040124062,,Transfer,1559.9,,2288.41,B557,Mumbai,M5133,Merchant_5,POS1321,Prepaid,4815728689384976484,22,167566,576,Active,Yes,Offline,USA,Non-Compliant
T10000359,C89443,A1279682481,24/03/2007,Online Purchase,3752.03,GBP,10214.15,B596,New York,M3854,Merchant_98,POS6280,Debit,4973255191147474,56,169019,756,Defaulted,Yes,,,Non-Compliant
T10000360,C32482,A1453940193,,Deposit,3157.81,,18686.89,B918,London,M9404,Merchant_77,POS9265,Prepaid,4486022552426511,,160902,596,Defaulted,No,POS,Japan,Compliant
T10000361,C76433,A6900423003,2008-11-30  ,Transfer,1607.79,USD,2617.43,B193,London,M9186,Merchant_87,POS5430,Credit,30297933364206,64,171675,788,Defaulted,Yes,Online,Japan,Compliant
T10000362,C82510,A3397397574,1978/06/25,Online Purchase,4296.38,GBP,17810.58,B818,Tokyo,M9958,Merchant_32,POS5338,Prepaid,3510320689192622,,167019,695,Active,No,Online,Germany,Compliant
T10000363,C28017,A9525563495,05/03/2025,Online Purchase,,,2403.21,B215,Mumbai,M5067,Merchant_46,POS3674,Credit,213168015333345,,68910,344,Active  ,Yes,Offline,Japan  ,Compliant
T10000364,C45861,A7731155785,26/02/1997,ATM Withdrawal,3740.13,USD,11891.46,B142,Mumbai,M1046,Merchant_52,POS8564,Prepaid,4225289161217975334,72,79368,489,Not Applicable,Yes,ATM,USA,Compliant
T10000365,C51098,A1211744170,1972-03-08,ATM Withdrawal,3907.42,USD,14200.57,B172,,M2013,Merchant_30,POS9811,Prepaid,4101381493462547,63,46216,566,Defaulted  ,No,Offline,UK,Non-Compliant
T10000366,C82974,A7929459291,11/04/1972  ,Transfer,4657.65,EUR,,B561,Tokyo,M4150,Merchant_65,POS1473,Debit,374714795836810,74,54290,488,Active  ,No,,UK,Compliant
T10000367,C69234,A9080354786,29111984,Deposit,1956.82,USD,2753.7,B972,Mumbai,M9471,Merchant_82,POS7361,,3545524047982637,24,155337,792,Closed  ,No,Offline,UK,
T10000368,C24536,A4949315853,2023-10-30,ATM Withdrawal,1147.6,JPY,11113.51,B458,Berlin,M9422,Merchant_23,POS6075,Credit,5135000092753299,74,,739,Active,Yes,Online,Germany,Non-Compliant
T10000369,C74389,A5659467369,10/02/2018,Deposit,3211.16,GBP,16819.48,B801,Berlin,M6793,Merchant_92,POS1206,Prepaid,,68,84733,561,,Yes,POS,Japan,
T10000370,C93148,A4179591386,,Online Purchase,1440.16,GBP,5827.95,B468,Tokyo  ,M9766,Merchant_47,POS2080,Debit,6011101306674599,18,190632,628,Defaulted,No,ATM,Germany,Compliant
T10000371,C73077,A3058755132,2016/06/21,Transfer  ,4310.62,JPY,5800.03,B308,Mumbai,M3666,Merchant_67,POS4857,Credit,4674274650154485,60,27886,460,Closed,Yes,POS,,Compliant  
T10000372,C78422,A6952566201,28/04/1977  ,Loan Repayment,4340.5,GBP,11407.08,B293,Tokyo  ,M4854,Merchant_71,POS5740,Debit,,50,146507,441,Active,No,,India,
T10000373,C46562,A9347090313,02122003,Withdrawal,239.93,GBP  ,18194.75,B479,Tokyo,M4683,Merchant_37,POS1025,Debit,180041495831618,55,182165,835,Active,No,POS,USA,Non-Compliant
T10000374,C80770,A3429889433,26/09/2021,ATM Withdrawal,1826.78,JPY,17033.97,B486,London,M1364,Merchant_12,POS3174,Debit,4080623852438698812,58,166556,491,Active,Yes,Offline,UK,Compliant
T10000375,C21824,A5887542842,2009/05/25  ,Withdrawal,3228.46,INR,18859.34,B281,Berlin,M6476,Merchant_66,POS2219,,4621008189543634,74,116060,435,Active,Yes,,USA,Non-Compliant  
T10000376,C16524,A9862103780,20/06/1982,Transfer,2302.2,USD,19845.71,B673,Mumbai,M5587,Merchant_1,POS1957,Credit,3503704447080956,28,138652,439,Defaulted,,,Japan,
T10000377,C85282,A9594339914,04-01-1991,Withdrawal,1581.77,INR,16521.87,B154,Mumbai  ,M2161,Merchant_56,POS6143,,213164287459736,62,,816,Active,No,ATM,Germany,Compliant
T10000378,C71894,A4289906774,16/11/2006  ,Bill Payment,2696.71,,7313.51,B893,Mumbai,M4001,Merchant_9,POS8672,Debit,4580270958736787283,34,83427,455,Defaulted,,ATM,Germany,Non-Compliant
T10000379,C81717,A6054647130,21-07-1974,ATM Withdrawal,4575.87,EUR,9442.34,B151,New York,M6774,Merchant_11,POS6967,Debit,4089538039784611  ,52,105079,805,Active,Yes  ,Online,,Compliant
T10000380,C68351,A8224036926,1990-02-09  ,Bill Payment,1176.7,EUR  ,19966.01,B782,Berlin,M6854,Merchant_8,POS1173,Credit,4255731351446863  ,25,67996,655,Active,,,,Non-Compliant
T10000381,C70777,A8190081923,,Deposit,250.24,EUR,19426.86,B112,Berlin,M1049,Merchant_36,POS6705,Credit,4828402098420,62,,607,Defaulted,No,POS,Germany,Non-Compliant
T10000382,C19261,A1142840593,04/09/1989,,105.92,,11387.97,B588,,M4958,Merchant_62,POS9207,Debit,6011956231620573,30,95753,683,,No,POS  ,Japan  ,Non-Compliant
T10000383,C61270,A6083716108,1978-01-25,,941.98,USD,,B115,London,M7910,Merchant_87,POS1760,Debit,676200688411,44,,,Not Applicable,Yes,ATM,USA,Non-Compliant
T10000384,C34388,A1376783911,19910821,Transfer  ,2101.21,USD,3687.84,B633,,M8568,Merchant_60,POS1404,Prepaid  ,4035112527538,71,,493,,,Online,India,Non-Compliant
T10000385,C67216,A6890240063,19710215,Transfer,4864.33,INR,14467.76,B891,Tokyo,M4538,Merchant_9,POS9970,Debit,4660135891360101130,29,92380,618,Defaulted,No  ,Offline,Germany,Compliant
T10000386,C73868,A9535830842,25022011  ,Withdrawal,1805.91,USD,14978.67,B230,London,M5538,Merchant_92,POS3445,Credit,630450449958,77,47062,,Closed,Yes,Online,Japan,Non-Compliant
T10000387,C86619,A3307553106,31-07-1995,ATM Withdrawal,2084.4,INR,12554.25,B262,Mumbai,M2955,Merchant_4,POS5319,Credit,377659616486971  ,43,,507,Not Applicable,No,ATM,UK,Compliant
T10000388,C30050,A9951195763,19910629,Withdrawal,3817.7,INR,19614.23,B719,Berlin,M6632,Merchant_2,POS5952,Prepaid,4238619866678,42,,450,Not Applicable,No,Offline,USA,Compliant
T10000389,C87872,A3652998107,10032004,ATM Withdrawal,,JPY,5191.46,B924,Berlin,M5615,Merchant_59,POS4058,Debit,502056170603,78,29105,,Active,,Offline,UK,Non-Compliant
T10000390,C62609,A8025397565,09-07-2017,Transfer,1361.56,JPY,16330.97,B387,,M6623,Merchant_37,POS7061,Credit,213171738074923,77,100307,649,Not Applicable,No,ATM,,Non-Compliant
T10000391,C87136,A5240417482,,Withdrawal,4988.5,JPY,18047.95,B936,London,M6061,Merchant_28,POS1914,Debit,4464423023542016493,79,,424,Active,,,USA,Non-Compliant
T10000392,C33097,A8720248706,2024/10/17,ATM Withdrawal,978.04,INR,7487.31,B251,Berlin,M3163,Merchant_74,POS8044,Debit,4609749524507302387  ,,32226,665,Not Applicable  ,No,,Germany,
T10000393,C34419,A6668448925,05102017  ,Withdrawal,2872.58,USD,,B268,London,M6666,Merchant_45,POS3525,Prepaid,3500738011486556,29,185456,552,Active,Yes,POS,UK,
T10000394,C57656,A8957990693,06032016,Online Purchase,654.72,INR,,B150,Mumbai  ,M7374,Merchant_78,POS9156,Credit,4755160351709101,,148815,,Closed,Yes,ATM,UK,Non-Compliant
T10000395,C52508,A2128097218,08-06-1985,Deposit,716.76,,3016.48,B359,Berlin,M3527,Merchant_92,POS4016,Credit,,29,181987,645,Defaulted,No,Online,UK,Compliant
T10000396,C83254,A9374232317,1988-09-09,Withdrawal  ,880.83,JPY,5355.53,B584,Tokyo,M5535,Merchant_61,POS1737,Debit,4444608224860227,,42669,,Active,Yes,POS,UK,Non-Compliant
T10000397,C12380,A2089293655,25/03/1991,Withdrawal,489.51,INR  ,11859.9,B540,Mumbai,M8436,Merchant_52,POS1595,Prepaid,,45,146844,489,Not Applicable  ,No,POS,USA,Non-Compliant
T10000398,C92570,A8601934889,2011/12/06  ,Deposit,801.11,EUR,10239.51,B389,Mumbai,M5654,Merchant_62,POS1112,,4168409824043791,47,101051,745,Active,No  ,ATM,India,Compliant
T10000399,C38913,A3019750351,1993-06-02,Transfer,4814.8,INR,7803.77,B489,Berlin  ,M8634,Merchant_93,POS1130,Credit,3501151593677882,61,98567,380,Active,No,Offline,Japan,Non-Compliant
T10000400,C43737,A4373974258,1989/12/13,Loan Repayment,1219.87,EUR,5301.88,B998,New York,M3807,Merchant_19,POS4678,Credit,3588843235632277,64,170895,845,,Yes  ,,Germany,Compliant
T10000401,C77970,A2493564807,1999/10/28,Transfer,668.24,INR  ,11767.01,B490,London,M1894,Merchant_4,POS3317,Prepaid,4413187682613292,73,123149,841,Not Applicable,No,ATM  ,India,Non-Compliant
T10000402,C61976,A2665958959,,Loan Repayment  ,1490.15,GBP,3578.91,B299,Tokyo,M7661,Merchant_27,POS2765,Credit,2221289598642781,65,192499,,Active,No,Online,India,Non-Compliant  
T10000403,C34683,A5267251871,1998/07/29,Deposit,4175.23,USD,18942.08,B446,Berlin,M3612,Merchant_26,POS4293,Credit,3586080267746657  ,26,170370,520,Defaulted,No,Online,UK,Non-Compliant
T10000404,C72703,A8790343565,20-05-1978  ,ATM Withdrawal  ,4552.07,JPY,,B377,,M9850,Merchant_38,POS8511,Credit,4652108029336491844,76,43820,466,Closed,Yes,ATM,USA,Compliant
T10000405,C93369,A8262720206,1995/01/03,Loan Repayment,4312.7,INR,5320.41,B551,Berlin,M3430,Merchant_44,POS9286,Credit,,79,109978,846,Active,Yes,POS,India  ,Compliant
T10000406,C70016,A1180232446,07042004,Bill Payment,259.48,INR  ,,B744,Berlin,M5125,Merchant_89,POS6815,Credit,6571855862335752,24,57251,697,Closed,,Offline,Germany,Non-Compliant
T10000407,C35212,A4903144440,25111973,Online Purchase,1479.19,INR,10482.82,B438,London  ,M1169,Merchant_48,POS7185,Prepaid  ,30434729621099,49,67620,514,Active,No,POS,,Compliant
T10000408,C20972,A3596679205,1984-02-03,Deposit,365.97,GBP,7037.18,B817,Mumbai,M8590,Merchant_86,POS3525,Prepaid,060479140414,79,133105,643,Defaulted,Yes,POS,,Compliant
T10000409,C94196,A1359522952,,Online Purchase  ,2561.7,INR,17524.87,B648,New York,M1138,Merchant_14,POS2797,Prepaid,,37,55013,,Not Applicable,No,POS,UK,Non-Compliant
T10000410,C25565,A7853880208,,Transfer,713.14,USD,1325.05,B146,Tokyo,M4554,Merchant_15,POS5610,Prepaid,4962074549405382,62,43605,757,Not Applicable,No,POS,,Compliant
